DateTime;0.1-1.0;1.0-20.0;4.0-14.0;4.0-20.0
2018-01-01 00:00:03.780000;7.23969854246e-08;3.80950607746e-10;4.16238448166e-11;4.24910509993e-11
2018-01-01 00:15:03.780000;6.9906523643e-08;3.56459700286e-10;4.00521224489e-11;4.09013116201e-11
2018-01-01 00:30:03.780000;6.8566948737e-08;3.54402184586e-10;3.88851810905e-11;3.96561768888e-11
2018-01-01 00:45:03.780000;6.80733428803e-08;3.56176036983e-10;3.96741032414e-11;4.0343369754e-11
2018-01-01 01:00:03.780000;6.94849422105e-08;3.54881153469e-10;3.76066095934e-11;3.82516366646e-11
2018-01-01 01:15:03.780000;6.92520509517e-08;3.48089959798e-10;3.48331839713e-11;3.54784158458e-11
2018-01-01 01:30:03.780000;6.83710585429e-08;3.47731370569e-10;3.463074301e-11;3.52190747279e-11
2018-01-01 01:45:03.780000;6.7125247019e-08;3.50226251908e-10;3.48633719962e-11;3.54445104859e-11
2018-01-01 02:00:03.780000;6.90294638845e-08;3.53952422929e-10;3.49270028683e-11;3.55103443965e-11
2018-01-01 02:15:03.780000;6.89663035926e-08;3.50905156473e-10;3.54404278074e-11;3.60510721665e-11
2018-01-01 02:30:03.780000;6.91263113257e-08;3.56228523485e-10;3.64435282803e-11;3.71055852929e-11
2018-01-01 02:45:03.780000;6.91256881391e-08;3.54876577751e-10;3.57182398477e-11;3.63964848264e-11
2018-01-01 03:00:03.780000;7.04936315491e-08;3.65332471097e-10;3.55657803745e-11;3.62153556834e-11
2018-01-01 03:15:03.780000;7.04788332076e-08;3.49050594494e-10;3.58799041739e-11;3.65613270729e-11
2018-01-01 03:30:03.780000;6.92225055115e-08;3.38453919071e-10;3.51919786212e-11;3.58751179655e-11
2018-01-01 03:45:03.780000;7.0642286627e-08;3.34563409819e-10;3.45330008297e-11;3.52269914918e-11
2018-01-01 04:00:03.780000;7.04026976513e-08;3.2920380818e-10;3.41044857636e-11;3.48406464896e-11
2018-01-01 04:15:03.780000;6.91423695606e-08;3.35072940046e-10;3.30981539736e-11;3.37597021442e-11
2018-01-01 04:30:03.780000;7.02120552938e-08;3.30134447612e-10;3.17194341042e-11;3.23137791951e-11
2018-01-01 04:45:03.780000;6.97730682678e-08;3.40073053118e-10;3.14529156264e-11;3.19949744712e-11
2018-01-01 05:00:03.780000;6.93058626347e-08;3.3304991724e-10;3.09892080279e-11;3.15159713538e-11
2018-01-01 05:15:03.780000;7.01203445867e-08;3.24264335022e-10;2.91454859131e-11;2.96458989489e-11
2018-01-01 05:30:03.780000;7.34089679527e-08;3.28185585551e-10;2.83851859167e-11;2.88213792463e-11
2018-01-01 05:45:03.780000;7.14919610609e-08;3.18390915365e-10;2.77903688022e-11;2.82343506491e-11
2018-01-01 06:00:03.780000;6.88934262178e-08;3.21460802445e-10;2.79685122567e-11;2.84638718853e-11
2018-01-01 06:15:03.780000;6.84403437482e-08;3.14860317707e-10;2.86554743974e-11;2.91752819223e-11
2018-01-01 06:30:03.780000;6.71047888285e-08;3.12364057681e-10;2.84227544152e-11;2.89089126291e-11
2018-01-01 06:45:03.780000;6.85806128057e-08;3.01572813291e-10;2.92725159051e-11;2.97140501848e-11
2018-01-01 07:00:03.780000;7.14227085012e-08;3.10786486093e-10;3.1683320272e-11;3.21339562134e-11
2018-01-01 07:15:03.780000;7.08706728062e-08;3.24684770746e-10;3.5359770903e-11;3.60067979691e-11
2018-01-01 07:30:03.780000;7.10659617477e-08;3.76126040198e-10;3.57383702881e-11;3.64578711926e-11
2018-01-01 07:45:03.780000;6.97251970441e-08;3.23515380176e-10;3.29011431176e-11;3.34260684386e-11
2018-01-01 08:00:03.780000;6.79323688997e-08;3.16208154891e-10;3.32983426034e-11;3.38283655478e-11
2018-01-01 08:15:03.780000;6.74656900574e-08;3.23180080048e-10;3.44703342441e-11;3.50067219076e-11
2018-01-01 08:30:03.780000;6.69305146273e-08;3.20834418829e-10;3.6403239734e-11;3.69660129959e-11
2018-01-01 08:45:03.780000;6.82040191849e-08;3.09831051894e-10;3.74618726027e-11;3.80538491606e-11
2018-01-01 09:00:03.780000;7.21447712219e-08;3.15850518739e-10;3.74324968627e-11;3.80384900399e-11
2018-01-01 09:15:03.780000;7.23939835828e-08;3.45327476338e-10;3.92432214852e-11;3.98618609556e-11
2018-01-01 09:30:03.780000;7.14653862785e-08;3.46127356182e-10;4.14511127108e-11;4.2116583441e-11
2018-01-01 09:45:03.780000;7.18580229033e-08;7.30663771571e-10;4.49486851079e-11;4.55066914532e-11
2018-01-01 10:00:03.780000;6.95617559168e-08;7.54983834998e-10;4.53217031469e-11;4.58841681323e-11
2018-01-01 10:15:03.780000;7.1191829407e-08;3.35646619157e-10;4.07622543124e-11;4.13646426628e-11
2018-01-01 10:30:03.780000;6.92038235683e-08;3.32783694041e-10;4.10442902042e-11;4.16299058269e-11
2018-01-01 10:45:03.780000;7.03392369025e-08;3.35011905345e-10;4.13725608789e-11;4.19795853337e-11
2018-01-01 11:00:03.780000;6.83658798296e-08;3.34788941471e-10;4.22501269899e-11;4.29495618519e-11
2018-01-01 11:15:03.780000;6.90775290553e-08;3.3104402967e-10;4.33281652443e-11;4.40476171126e-11
2018-01-01 11:30:03.780000;7.14926957092e-08;3.32204414683e-10;4.3043513462e-11;4.37401489094e-11
2018-01-01 11:45:03.780000;7.2066943237e-08;3.37144832017e-10;4.39978772653e-11;4.47118028558e-11
2018-01-01 12:00:03.780000;7.08180387694e-08;3.42408052555e-10;4.44810858004e-11;4.52094252491e-11
2018-01-01 12:15:03.780000;6.97514707211e-08;3.54452036582e-10;4.6096899343e-11;4.68706726723e-11
2018-01-01 12:30:03.780000;7.004990962e-08;3.63737084372e-10;4.83517735287e-11;4.9268593819e-11
2018-01-01 12:45:03.780000;7.0564067551e-08;3.73968377426e-10;5.38989552657e-11;5.49853416647e-11
2018-01-01 13:00:03.780000;7.03142009939e-08;3.59810063343e-10;5.3066717416e-11;5.39725179229e-11
2018-01-01 13:15:03.780000;7.0420701242e-08;3.90363234608e-10;5.40904539228e-11;5.49748491821e-11
2018-01-01 13:30:03.780000;7.09781403886e-08;3.90025541828e-10;5.21909519095e-11;5.31637257837e-11
