DateTime;0.1-1.0;1.0-20.0;4.0-14.0;4.0-20.0
2019-01-01 00:00:00.000;8.06484972648e-08;3.35632168023e-10;4.32609627994e-11;4.40091447127e-11
2019-01-01 00:15:00.000;8.72309434244e-08;3.38695230456e-10;4.10808141874e-11;4.17822170216e-11
2019-01-01 00:30:00.000;8.77841346521e-08;3.30442088138e-10;3.91028885065e-11;3.9790840226e-11
2019-01-01 00:45:00.000;8.4073418962e-08;3.19864678119e-10;3.90716577504e-11;3.9726894413e-11
2019-01-01 01:00:00.000;8.26783281415e-08;3.21367181315e-10;3.62284415939e-11;3.68592052281e-11
2019-01-01 01:15:00.000;8.73304493219e-08;3.16999701004e-10;3.57173927097e-11;3.62690783969e-11
2019-01-01 01:30:00.000;8.90491525491e-08;3.27383533602e-10;3.54438507063e-11;3.59064456294e-11
2019-01-01 01:45:00.000;9.20322780378e-08;3.44153106093e-10;3.52086291418e-11;3.55964641488e-11
2019-01-01 02:00:00.000;8.98201622906e-08;3.26283110632e-10;3.41674972305e-11;3.45742428954e-11
2019-01-01 02:15:00.000;8.88209929298e-08;3.2083709193e-10;3.43326204549e-11;3.48104971053e-11
2019-01-01 02:30:00.000;8.96671076377e-08;3.21430309104e-10;3.52627857031e-11;3.5765732789e-11
2019-01-01 02:45:00.000;8.36557966575e-08;3.11058367671e-10;3.64500519939e-11;3.69779183544e-11
2019-01-01 03:00:00.000;8.1637899275e-08;3.15694579899e-10;3.77938258382e-11;3.83618195418e-11
2019-01-01 03:15:00.000;8.85330149706e-08;3.32713309469e-10;3.81173899115e-11;3.87132978561e-11
2019-01-01 03:30:00.000;9.11018018795e-08;3.34958463147e-10;3.71907715531e-11;3.78111453605e-11
2019-01-01 03:45:00.000;9.02653402626e-08;3.41779666924e-10;3.86136185068e-11;3.92074932987e-11
2019-01-01 04:00:00.000;8.86951076576e-08;3.36399085748e-10;3.92272494983e-11;3.97901791894e-11
2019-01-01 04:15:00.000;9.101876345e-08;3.2605955198e-10;3.59765663749e-11;3.64487582794e-11
2019-01-01 04:30:00.000;8.63705946532e-08;3.22155456473e-10;3.50161354947e-11;3.54955897754e-11
2019-01-01 04:45:00.000;8.60029759469e-08;3.22358834348e-10;3.69011825016e-11;3.73915375715e-11
2019-01-01 05:00:00.000;8.52255272279e-08;3.17063170815e-10;3.5053333669e-11;3.55084511938e-11
2019-01-01 05:15:00.000;8.59287999205e-08;3.09712057409e-10;3.17532166953e-11;3.21892677453e-11
2019-01-01 05:30:00.000;8.31738666866e-08;3.10456556707e-10;3.11976764847e-11;3.16063987564e-11
2019-01-01 05:45:00.000;8.51122160844e-08;3.12211991266e-10;3.02360359526e-11;3.064168308e-11
2019-01-01 06:00:00.000;8.54705174458e-08;3.10181080981e-10;2.96383223945e-11;3.00424273086e-11
2019-01-01 06:15:00.000;9.12447691197e-08;3.10585511502e-10;3.12833013591e-11;3.16947239531e-11
2019-01-01 06:30:00.000;9.22799226418e-08;3.20891439896e-10;3.26118759857e-11;3.3034020846e-11
2019-01-01 06:45:00.000;8.85398168787e-08;3.2428511889e-10;3.233318593e-11;3.27668790293e-11
2019-01-01 07:00:00.000;8.71817808452e-08;3.15920157867e-10;3.14504539287e-11;3.18631760655e-11
2019-01-01 07:15:00.000;8.73503122579e-08;3.12644314331e-10;3.15920275192e-11;3.20496912281e-11
2019-01-01 07:30:00.000;8.63608246604e-08;3.17181774431e-10;3.1912903223e-11;3.23776744188e-11
2019-01-01 07:45:00.000;8.51762017725e-08;3.22929620789e-10;3.30604899778e-11;3.35210525307e-11
2019-01-01 08:00:00.000;8.70924462323e-08;3.24981758864e-10;3.55480120311e-11;3.60476668393e-11
2019-01-01 08:15:00.000;8.9686070134e-08;3.33472626802e-10;3.70820525956e-11;3.76271837814e-11
2019-01-01 08:30:00.000;8.47355799746e-08;3.29334896723e-10;3.76538801155e-11;3.82638700739e-11
2019-01-01 08:45:00.000;9.10943909518e-08;3.27248293553e-10;3.96413433042e-11;4.0290258624e-11
2019-01-01 09:00:00.000;8.933744995e-08;3.23733861426e-10;3.84522369351e-11;3.91846436567e-11
2019-01-01 09:15:00.000;9.26424592284e-08;3.33826070231e-10;3.92880031119e-11;4.01253006103e-11
2019-01-01 09:30:00.000;1.01313409333e-07;3.33428870416e-10;4.17153935618e-11;4.25248553054e-11
2019-01-01 09:45:00.000;9.3245417761e-08;3.30536465201e-10;4.14286265592e-11;4.21543172358e-11
2019-01-01 10:00:00.000;8.4399008587e-08;3.35549523367e-10;4.08791830641e-11;4.1609258975e-11
2019-01-01 10:15:00.000;8.8941543134e-08;3.36730068172e-10;4.3320528447e-11;4.40496704127e-11
2019-01-01 10:30:00.000;9.44582064035e-08;3.41255692513e-10;4.21956798195e-11;4.28681743646e-11
2019-01-01 10:45:00.000;8.95534346299e-08;3.36378466531e-10;4.3236765736e-11;4.38971829217e-11
2019-01-01 11:00:00.000;8.75725345706e-08;3.30923349856e-10;4.49716501368e-11;4.57328436002e-11
2019-01-01 11:15:00.000;9.16021489033e-08;3.3189551021e-10;4.4308352261e-11;4.51011673088e-11
2019-01-01 11:30:00.000;9.53014661358e-08;3.45673111852e-10;4.51486473224e-11;4.66679118553e-11
2019-01-01 11:45:00.000;8.96184877696e-08;3.42152494457e-10;4.88253172407e-11;5.07515445623e-11
2019-01-01 12:00:00.000;9.31358405106e-08;3.65891134748e-10;5.20752286352e-11;5.38670518307e-11
2019-01-01 12:15:00.000;9.97499536408e-08;3.64373206766e-10;5.17144636948e-11;5.34157405964e-11
2019-01-01 12:30:00.000;9.45309295916e-08;3.92887710223e-10;4.83930716414e-11;4.99402257669e-11
2019-01-01 12:45:00.000;9.27026628559e-08;3.45478270636e-10;4.75930374267e-11;4.91568879503e-11
2019-01-01 13:00:00.000;1.01109720794e-07;3.36632080352e-10;4.80020032237e-11;4.94947763893e-11
2019-01-01 13:15:00.000;1.00729755179e-07;3.35569870131e-10;4.91540337518e-11;5.08127290811e-11
2019-01-01 13:30:00.000;1.00328503097e-07;3.41091820233e-10;4.75566145755e-11;4.91153117065e-11
2019-01-01 13:45:00.000;9.77820012859e-08;3.48516511761e-10;4.76676258431e-11;4.906442852e-11
2019-01-01 14:00:00.000;1.00202958611e-07;3.38286901947e-10;4.80010015447e-11;4.96302754311e-11
2019-01-01 14:15:00.000;1.02175489486e-07;3.37694637454e-10;4.89547841785e-11;5.05573525185e-11
2019-01-01 14:30:00.000;9.98005203343e-08;3.3265623683e-10;4.97277285935e-11;5.12753303042e-11
2019-01-01 14:45:00.000;9.76889464501e-08;3.35288311175e-10;4.97077445677e-11;5.12475416251e-11
2019-01-01 15:00:00.000;9.22022557638e-08;3.35956043472e-10;4.9971618117e-11;5.14732977389e-11
2019-01-01 15:15:00.000;1.00234541229e-07;3.31917197453e-10;5.02199644497e-11;5.16876018487e-11
2019-01-01 15:30:00.000;9.94592418338e-08;3.35063132606e-10;4.99710469076e-11;5.14431342181e-11
2019-01-01 15:45:00.000;1.02383138535e-07;3.37088944734e-10;5.02930027805e-11;5.18873534313e-11
2019-01-01 16:00:00.000;1.1235846374e-07;3.38586562121e-10;5.03738362087e-11;5.20109701787e-11
