DateTime;0.1-1.0;1.0-20.0;4.0-14.0;4.0-20.0
2020-01-01 00:00:00;8.14218076576e-08;3.69545498988e-10;4.77039389851e-11;4.86266809808e-11
2020-01-01 00:15:00;8.57554178677e-08;3.73638495189e-10;4.69887954925e-11;4.79980598011e-11
2020-01-01 00:30:00;8.67829264355e-08;4.75763854075e-10;4.92078277398e-11;5.03150111234e-11
2020-01-01 00:45:00;8.95063009438e-08;4.60226202797e-10;4.71437247073e-11;4.81872269448e-11
2020-01-01 01:00:00;8.59329669722e-08;3.67285411116e-10;4.36749012742e-11;4.45580116752e-11
2020-01-01 01:15:00;7.86175394462e-08;3.72202896787e-10;4.05138835521e-11;4.13268228515e-11
2020-01-01 01:30:00;8.01302051169e-08;3.64573368718e-10;3.98680037793e-11;4.06655404907e-11
2020-01-01 01:45:00;8.45250433308e-08;3.55707319976e-10;3.91646856493e-11;3.99684377311e-11
2020-01-01 02:00:00;8.25808089961e-08;3.53701454251e-10;3.83766787319e-11;3.91873263564e-11
2020-01-01 02:15:00;8.09021131537e-08;3.52928234882e-10;3.67113057411e-11;3.7676194785e-11
2020-01-01 02:30:00;8.18553467003e-08;3.64519871442e-10;3.45759486359e-11;3.54354774544e-11
2020-01-01 02:45:00;7.91141432153e-08;3.59042750493e-10;3.53962393057e-11;3.61695395822e-11
2020-01-01 03:00:00;8.39980389596e-08;3.49907454503e-10;3.42896659142e-11;3.5039603998e-11
2020-01-01 03:15:00;8.22328990923e-08;3.5431602012e-10;3.28283019353e-11;3.38330580169e-11
2020-01-01 03:30:00;8.15259771442e-08;3.59237182323e-10;3.30161160699e-11;3.41453500456e-11
2020-01-01 03:45:00;8.24441596181e-08;3.44760097876e-10;3.38471440784e-11;3.47586424742e-11
2020-01-01 04:00:00;8.12600955805e-08;3.51837548196e-10;3.53918455638e-11;3.63932380047e-11
2020-01-01 04:15:00;8.10187070426e-08;3.5862720906e-10;3.55279570577e-11;3.66421958522e-11
2020-01-01 04:30:00;8.24144063521e-08;3.54304138041e-10;3.58800071659e-11;3.69411155731e-11
2020-01-01 04:45:00;8.55604305777e-08;3.5673311097e-10;3.56304015451e-11;3.65019641373e-11
